,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
2724,17-06-2013,Monday,17,37,7,72,18,none
2725,18-06-2013,Tuesday,45,18,91,8,9,none
2726,19-06-2013,Wednesday,12,34,12,66,44,none
2727,20-06-2013,Thursday,16,41,42,26,28,none
2728,21-06-2013,Friday,26,46,77,14,82,promotion
2729,22-06-2013,Saturday,22,41,99,65,42,promotion
2730,23-06-2013,Sunday,23,20,9,42,66,none
2731,24-06-2013,Monday,18,32,94,45,93,promotion
2732,25-06-2013,Tuesday,29,51,91,20,87,promotion
2733,26-06-2013,Wednesday,28,23,63,68,21,promotion
2734,27-06-2013,Thursday,45,4,20,40,42,none
2735,28-06-2013,Friday,9,45,8,66,18,none
2736,29-06-2013,Saturday,28,1,61,60,10,none
2737,30-06-2013,Sunday,29,33,82,6,32,none
2738,01-07-2013,Monday,40,6,80,67,33,promotion
2739,02-07-2013,Tuesday,44,41,71,64,32,promotion
2740,03-07-2013,Wednesday,40,8,98,70,12,promotion
2741,04-07-2013,Thursday,36,6,35,5,32,none
2742,05-07-2013,Friday,31,16,41,46,16,none
2743,06-07-2013,Saturday,42,46,2,33,57,none
2744,07-07-2013,Sunday,10,25,79,53,84,promotion
2745,08-07-2013,Monday,44,43,25,49,30,none
2746,09-07-2013,Tuesday,18,12,100,69,20,promotion
2747,10-07-2013,Wednesday,17,1,70,22,26,none
2748,11-07-2013,Thursday,1,59,92,32,44,promotion
2749,12-07-2013,Friday,27,34,64,62,86,promotion
2750,13-07-2013,Saturday,8,35,30,31,91,none
2751,14-07-2013,Sunday,19,33,110,55,65,promotion
2752,15-07-2013,Monday,12,47,65,12,82,promotion
2753,16-07-2013,Tuesday,13,57,72,19,1,none
2754,17-07-2013,Wednesday,14,3,59,68,74,promotion
2755,18-07-2013,Thursday,9,57,48,30,42,none
2756,19-07-2013,Friday,41,32,67,34,15,none
2757,20-07-2013,Saturday,19,17,43,46,44,none
2758,21-07-2013,Sunday,18,7,85,43,73,promotion
2759,22-07-2013,Monday,43,11,95,57,45,promotion
2760,23-07-2013,Tuesday,45,23,4,36,76,none
2761,24-07-2013,Wednesday,35,55,103,46,46,promotion
2762,25-07-2013,Thursday,12,15,80,48,84,promotion
2763,26-07-2013,Friday,24,36,84,3,22,none
2764,27-07-2013,Saturday,7,53,78,4,13,none
2765,28-07-2013,Sunday,15,4,34,59,3,none
2766,29-07-2013,Monday,47,43,105,4,3,promotion
2767,30-07-2013,Tuesday,44,49,29,39,5,none
2768,31-07-2013,Wednesday,2,52,62,17,74,promotion
2769,01-08-2013,Thursday,15,39,23,14,45,none
2770,02-08-2013,Friday,38,43,69,12,21,none
2771,03-08-2013,Saturday,7,59,87,21,85,promotion
2772,04-08-2013,Sunday,48,23,2,67,64,promotion
2773,05-08-2013,Monday,45,46,49,29,61,promotion
2774,06-08-2013,Tuesday,10,46,111,74,47,promotion
2775,07-08-2013,Wednesday,4,55,35,5,86,none
2776,08-08-2013,Thursday,10,38,66,56,35,promotion
2777,09-08-2013,Friday,35,58,83,45,56,promotion
2778,10-08-2013,Saturday,31,17,99,13,89,promotion
2779,11-08-2013,Sunday,2,34,48,67,39,none
2780,12-08-2013,Monday,39,21,118,41,49,promotion
2781,13-08-2013,Tuesday,15,40,102,64,33,promotion
2782,14-08-2013,Wednesday,17,35,19,60,39,none
2783,15-08-2013,Thursday,31,43,35,18,21,none
2784,16-08-2013,Friday,14,55,118,73,20,promotion
2785,17-08-2013,Saturday,23,33,52,31,15,none
2786,18-08-2013,Sunday,47,34,38,73,66,promotion
2787,19-08-2013,Monday,36,50,70,15,27,none
2788,20-08-2013,Tuesday,24,49,50,26,10,none
2789,21-08-2013,Wednesday,38,50,70,14,77,promotion
2790,22-08-2013,Thursday,30,32,69,42,57,promotion
2791,23-08-2013,Friday,46,22,49,23,29,none
2792,24-08-2013,Saturday,43,1,44,69,45,promotion
2793,25-08-2013,Sunday,27,23,2,1,5,none
2794,26-08-2013,Monday,19,18,11,23,90,none
2795,27-08-2013,Tuesday,23,1,20,37,33,none
2796,28-08-2013,Wednesday,7,38,73,12,65,none
2797,29-08-2013,Thursday,11,46,27,53,3,none
2798,30-08-2013,Friday,44,55,50,5,55,promotion
2799,31-08-2013,Saturday,2,48,108,72,50,promotion
2800,01-09-2013,Sunday,10,9,99,67,78,promotion
2801,02-09-2013,Monday,27,55,68,16,35,promotion
2802,03-09-2013,Tuesday,49,49,11,25,48,none
2803,04-09-2013,Wednesday,16,42,3,3,83,none
2804,05-09-2013,Thursday,18,34,19,36,37,none
2805,06-09-2013,Friday,20,56,32,15,17,none
2806,07-09-2013,Saturday,20,22,36,50,57,none
2807,08-09-2013,Sunday,2,38,93,54,54,promotion
2808,09-09-2013,Monday,28,33,49,49,36,none
2809,10-09-2013,Tuesday,37,17,46,72,49,promotion
2810,11-09-2013,Wednesday,36,18,103,62,42,promotion
2811,12-09-2013,Thursday,10,27,6,32,24,none
2812,13-09-2013,Friday,42,6,70,18,98,promotion
2813,14-09-2013,Saturday,14,44,60,60,63,promotion
2814,15-09-2013,Sunday,7,23,95,17,67,promotion
2815,16-09-2013,Monday,25,5,114,45,87,promotion
2816,17-09-2013,Tuesday,11,57,39,22,95,promotion
2817,18-09-2013,Wednesday,44,10,110,56,94,promotion
2818,19-09-2013,Thursday,38,22,96,65,9,promotion
2819,20-09-2013,Friday,6,44,73,71,83,promotion
2820,21-09-2013,Saturday,41,22,49,59,99,promotion
2821,22-09-2013,Sunday,16,57,71,49,17,promotion
2822,23-09-2013,Monday,15,26,79,52,57,promotion
2823,24-09-2013,Tuesday,22,16,3,52,98,none
2824,25-09-2013,Wednesday,1,34,22,62,23,none
2825,26-09-2013,Thursday,36,51,66,8,32,none
2826,27-09-2013,Friday,34,25,20,70,52,promotion
2827,28-09-2013,Saturday,15,6,91,2,92,promotion
2828,29-09-2013,Sunday,7,7,24,1,5,none
2829,30-09-2013,Monday,25,56,110,70,67,promotion
2830,01-10-2013,Tuesday,4,14,72,12,90,none
2831,02-10-2013,Wednesday,5,28,26,72,27,none
2832,03-10-2013,Thursday,38,13,26,67,86,promotion
2833,04-10-2013,Friday,41,3,9,52,25,none
2834,05-10-2013,Saturday,32,21,58,64,70,promotion
2835,06-10-2013,Sunday,28,55,77,48,1,promotion
2836,07-10-2013,Monday,42,1,90,56,59,promotion
2837,08-10-2013,Tuesday,4,20,96,52,62,promotion
2838,09-10-2013,Wednesday,35,36,7,34,3,none
2839,10-10-2013,Thursday,42,23,117,53,21,promotion
2840,11-10-2013,Friday,14,20,99,23,89,promotion
2841,12-10-2013,Saturday,18,58,40,15,14,none
2842,13-10-2013,Sunday,43,2,76,5,41,none
2843,14-10-2013,Monday,41,31,28,39,75,promotion
2844,15-10-2013,Tuesday,46,56,45,46,95,promotion
2845,16-10-2013,Wednesday,11,46,113,72,84,promotion
2846,17-10-2013,Thursday,39,36,56,69,75,promotion
2847,18-10-2013,Friday,43,13,116,43,20,promotion
2848,19-10-2013,Saturday,4,52,26,30,55,none
2849,20-10-2013,Sunday,28,52,36,60,60,promotion
2850,21-10-2013,Monday,16,26,48,10,64,none
2851,22-10-2013,Tuesday,35,50,115,53,28,promotion
2852,23-10-2013,Wednesday,37,18,26,54,35,none
2853,24-10-2013,Thursday,43,17,112,7,34,promotion
2854,25-10-2013,Friday,40,16,43,23,13,none
2855,26-10-2013,Saturday,45,55,56,17,91,promotion
2856,27-10-2013,Sunday,21,26,54,16,36,none
2857,28-10-2013,Monday,26,16,60,39,78,promotion
2858,29-10-2013,Tuesday,12,58,41,10,35,none
2859,30-10-2013,Wednesday,45,41,50,29,49,promotion
2860,31-10-2013,Thursday,18,28,78,53,98,promotion
2861,01-11-2013,Friday,6,11,91,14,73,none
2862,02-11-2013,Saturday,20,9,29,72,57,none
2863,03-11-2013,Sunday,8,50,67,56,27,promotion
2864,04-11-2013,Monday,5,25,69,55,29,none
2865,05-11-2013,Tuesday,32,21,77,44,29,promotion
2866,06-11-2013,Wednesday,30,45,81,59,52,promotion
2867,07-11-2013,Thursday,43,16,45,55,81,promotion
2868,08-11-2013,Friday,28,31,80,66,74,promotion
2869,09-11-2013,Saturday,33,52,98,51,41,promotion
2870,10-11-2013,Sunday,44,26,100,49,69,promotion
2871,11-11-2013,Monday,42,37,79,45,6,promotion
2872,12-11-2013,Tuesday,19,57,19,30,70,none
2873,13-11-2013,Wednesday,30,10,22,35,20,none
2874,14-11-2013,Thursday,14,47,34,17,67,none
2875,15-11-2013,Friday,45,32,29,1,99,promotion
2876,16-11-2013,Saturday,10,36,10,4,33,none
2877,17-11-2013,Sunday,9,10,18,52,84,none
2878,18-11-2013,Monday,26,10,9,12,55,none
2879,19-11-2013,Tuesday,34,17,111,70,38,promotion
2880,20-11-2013,Wednesday,18,40,85,36,49,promotion
2881,21-11-2013,Thursday,48,14,26,70,69,promotion
2882,22-11-2013,Friday,17,34,40,41,5,none
2883,23-11-2013,Saturday,8,49,88,51,51,promotion
2884,24-11-2013,Sunday,31,41,6,64,74,promotion
2885,25-11-2013,Monday,17,34,57,26,72,promotion
2886,26-11-2013,Tuesday,23,48,71,38,1,none
2887,27-11-2013,Wednesday,38,54,34,28,67,promotion
2888,28-11-2013,Thursday,10,44,43,70,4,none
2889,29-11-2013,Friday,47,46,99,60,73,promotion
2890,30-11-2013,Saturday,13,20,114,16,7,none
2891,01-12-2013,Sunday,25,59,103,11,31,promotion
2892,02-12-2013,Monday,23,13,29,13,85,none
2893,03-12-2013,Tuesday,15,10,11,46,43,none
2894,04-12-2013,Wednesday,46,42,42,1,51,none
2895,05-12-2013,Thursday,34,17,110,5,91,promotion
2896,06-12-2013,Friday,5,36,101,1,43,none
2897,07-12-2013,Saturday,6,6,93,51,38,none
2898,08-12-2013,Sunday,13,38,7,54,39,none
2899,09-12-2013,Monday,42,34,52,73,80,promotion
2900,10-12-2013,Tuesday,13,36,14,33,3,none
2901,11-12-2013,Wednesday,1,6,15,32,58,none
2902,12-12-2013,Thursday,6,27,70,16,22,none
2903,13-12-2013,Friday,23,30,49,40,45,none
2904,14-12-2013,Saturday,42,50,83,51,49,promotion
2905,15-12-2013,Sunday,34,33,35,14,13,none
2906,16-12-2013,Monday,2,47,45,17,16,none
2907,17-12-2013,Tuesday,11,13,27,8,12,none
2908,18-12-2013,Wednesday,7,36,50,20,22,none
2909,19-12-2013,Thursday,17,44,4,39,2,none
2910,20-12-2013,Friday,8,46,34,63,78,promotion
2911,21-12-2013,Saturday,28,5,95,52,18,none
2912,22-12-2013,Sunday,39,43,34,6,38,none
2913,23-12-2013,Monday,44,6,91,69,38,promotion
2914,24-12-2013,Tuesday,21,42,51,31,90,promotion
2915,25-12-2013,Wednesday,42,26,39,32,77,promotion
2916,26-12-2013,Thursday,19,26,59,7,14,none
2917,27-12-2013,Friday,43,55,106,5,56,promotion
2918,28-12-2013,Saturday,7,54,78,66,98,promotion
2919,29-12-2013,Sunday,39,4,24,74,4,none
2920,30-12-2013,Monday,35,45,74,69,49,promotion
2921,31-12-2013,Tuesday,11,28,100,69,49,promotion
2922,01-01-2014,Wednesday,40,26,61,1,37,none
2923,02-01-2014,Thursday,41,45,46,23,38,none
2924,03-01-2014,Friday,41,50,46,13,35,none
2925,04-01-2014,Saturday,28,42,18,19,38,none
2926,05-01-2014,Sunday,31,19,75,15,11,none
2927,06-01-2014,Monday,37,11,90,46,35,promotion
2928,07-01-2014,Tuesday,35,27,113,39,94,promotion
2929,08-01-2014,Wednesday,26,21,71,10,98,promotion
2930,09-01-2014,Thursday,28,33,111,42,29,promotion
2931,10-01-2014,Friday,32,13,1,49,47,none
2932,11-01-2014,Saturday,49,18,108,68,30,promotion
2933,12-01-2014,Sunday,44,30,48,14,55,none
2934,13-01-2014,Monday,4,10,98,56,95,promotion
2935,14-01-2014,Tuesday,1,6,89,8,39,none
2936,15-01-2014,Wednesday,38,3,102,58,65,promotion
2937,16-01-2014,Thursday,40,2,96,26,94,promotion
2938,17-01-2014,Friday,13,57,112,58,65,promotion
2939,18-01-2014,Saturday,21,36,41,16,80,none
2940,19-01-2014,Sunday,12,20,102,1,65,none
2941,20-01-2014,Monday,13,40,49,37,16,none
2942,21-01-2014,Tuesday,28,21,68,68,7,none
2943,22-01-2014,Wednesday,48,38,113,36,7,promotion
2944,23-01-2014,Thursday,22,55,40,6,9,none
2945,24-01-2014,Friday,45,12,69,31,33,none
2946,25-01-2014,Saturday,13,19,40,68,47,none
2947,26-01-2014,Sunday,48,56,7,51,39,promotion
2948,27-01-2014,Monday,18,35,51,58,35,none
2949,28-01-2014,Tuesday,40,55,101,50,1,promotion
2950,29-01-2014,Wednesday,32,26,48,44,49,none
2951,30-01-2014,Thursday,48,19,90,56,21,promotion
2952,31-01-2014,Friday,30,43,12,65,78,promotion
2953,01-02-2014,Saturday,2,44,8,20,52,none
2954,02-02-2014,Sunday,38,46,30,28,56,none
2955,03-02-2014,Monday,1,49,56,59,88,promotion
2956,04-02-2014,Tuesday,24,10,47,41,13,none
2957,05-02-2014,Wednesday,14,53,14,14,27,none
2958,06-02-2014,Thursday,9,28,68,21,31,none
2959,07-02-2014,Friday,21,24,104,24,30,promotion
2960,08-02-2014,Saturday,19,2,20,18,48,none
2961,09-02-2014,Sunday,17,55,18,34,88,promotion
2962,10-02-2014,Monday,14,20,41,19,80,none
2963,11-02-2014,Tuesday,9,59,10,37,46,none
2964,12-02-2014,Wednesday,7,7,73,59,8,none
2965,13-02-2014,Thursday,28,29,81,3,57,none
2966,14-02-2014,Friday,38,29,77,36,21,promotion
2967,15-02-2014,Saturday,36,30,89,37,4,none
2968,16-02-2014,Sunday,41,32,74,56,96,promotion
2969,17-02-2014,Monday,27,17,105,20,59,promotion
2970,18-02-2014,Tuesday,31,50,6,9,1,none
2971,19-02-2014,Wednesday,13,38,64,24,37,none
2972,20-02-2014,Thursday,46,48,116,44,8,promotion
2973,21-02-2014,Friday,17,40,37,3,28,none
2974,22-02-2014,Saturday,24,37,47,8,19,none
2975,23-02-2014,Sunday,43,44,89,21,92,promotion
2976,24-02-2014,Monday,9,32,20,8,47,none
2977,25-02-2014,Tuesday,17,2,64,57,35,none
2978,26-02-2014,Wednesday,19,59,84,49,83,promotion
2979,27-02-2014,Thursday,11,25,58,11,1,none
2980,28-02-2014,Friday,16,35,8,55,94,promotion
2981,01-03-2014,Saturday,39,37,100,65,94,promotion
2982,02-03-2014,Sunday,25,43,40,68,29,promotion
2983,03-03-2014,Monday,37,12,68,40,16,none
2984,04-03-2014,Tuesday,48,28,81,32,44,promotion
2985,05-03-2014,Wednesday,1,50,102,65,67,promotion
2986,06-03-2014,Thursday,4,32,11,63,50,none
2987,07-03-2014,Friday,27,41,81,44,72,promotion
2988,08-03-2014,Saturday,21,1,91,48,7,none
2989,09-03-2014,Sunday,48,4,39,38,69,none
2990,10-03-2014,Monday,48,3,76,21,26,none
2991,11-03-2014,Tuesday,34,3,83,43,47,promotion
2992,12-03-2014,Wednesday,25,46,100,58,81,promotion
2993,13-03-2014,Thursday,19,18,89,42,76,promotion
2994,14-03-2014,Friday,41,13,50,8,69,none
2995,15-03-2014,Saturday,10,53,115,70,31,promotion
2996,16-03-2014,Sunday,9,40,85,7,25,none
2997,17-03-2014,Monday,8,42,80,43,7,none
2998,18-03-2014,Tuesday,29,24,10,37,55,none
2999,19-03-2014,Wednesday,48,7,7,69,56,none
3000,20-03-2014,Thursday,42,23,3,44,97,promotion
3001,21-03-2014,Friday,20,52,88,49,88,promotion
3002,22-03-2014,Saturday,23,57,62,5,84,promotion
3003,23-03-2014,Sunday,4,15,52,38,39,none
3004,24-03-2014,Monday,15,46,72,70,39,promotion
3005,25-03-2014,Tuesday,3,1,68,73,59,promotion
3006,26-03-2014,Wednesday,24,21,116,58,69,promotion
3007,27-03-2014,Thursday,44,37,84,12,77,promotion
3008,28-03-2014,Friday,25,33,110,37,82,promotion
3009,29-03-2014,Saturday,21,37,40,74,63,promotion
3010,30-03-2014,Sunday,36,19,15,48,9,none
3011,31-03-2014,Monday,47,51,6,53,34,none
3012,01-04-2014,Tuesday,33,36,20,40,74,promotion
3013,02-04-2014,Wednesday,35,26,111,65,40,promotion
3014,03-04-2014,Thursday,43,31,105,70,37,promotion
3015,04-04-2014,Friday,29,32,67,19,83,promotion
3016,05-04-2014,Saturday,38,16,114,55,1,promotion
3017,06-04-2014,Sunday,37,25,43,10,17,none
3018,07-04-2014,Monday,19,23,107,23,72,promotion
3019,08-04-2014,Tuesday,43,3,78,42,51,promotion
3020,09-04-2014,Wednesday,36,24,25,18,56,none
3021,10-04-2014,Thursday,40,34,33,17,50,none
3022,11-04-2014,Friday,36,54,103,44,51,promotion
3023,12-04-2014,Saturday,2,43,70,51,83,promotion
3024,13-04-2014,Sunday,30,53,44,56,5,none
3025,14-04-2014,Monday,21,9,56,34,26,none
3026,15-04-2014,Tuesday,38,42,28,50,11,none
3027,16-04-2014,Wednesday,36,48,107,25,97,promotion
3028,17-04-2014,Thursday,47,46,1,32,46,none
3029,18-04-2014,Friday,35,57,18,37,86,promotion
3030,19-04-2014,Saturday,28,16,105,21,99,promotion
3031,20-04-2014,Sunday,15,20,103,53,53,promotion
3032,21-04-2014,Monday,43,15,80,64,15,promotion
3033,22-04-2014,Tuesday,31,39,27,53,31,none
3034,23-04-2014,Wednesday,28,38,79,59,75,promotion
3035,24-04-2014,Thursday,5,36,25,7,72,none
3036,25-04-2014,Friday,5,12,67,44,81,promotion
3037,26-04-2014,Saturday,7,39,90,32,28,none
3038,27-04-2014,Sunday,42,29,9,3,53,none
3039,28-04-2014,Monday,42,36,55,25,33,none
3040,29-04-2014,Tuesday,4,43,63,44,40,none
3041,30-04-2014,Wednesday,40,32,77,63,57,promotion
3042,01-05-2014,Thursday,45,46,92,66,24,promotion
3043,02-05-2014,Friday,37,18,17,30,62,none
3044,03-05-2014,Saturday,28,42,115,31,71,promotion
3045,04-05-2014,Sunday,14,15,20,27,13,none
3046,05-05-2014,Monday,45,41,107,6,5,promotion
3047,06-05-2014,Tuesday,1,51,55,57,19,none
3048,07-05-2014,Wednesday,11,36,57,74,79,promotion
3049,08-05-2014,Thursday,30,38,113,9,21,promotion
3050,09-05-2014,Friday,15,32,105,58,57,promotion
3051,10-05-2014,Saturday,1,56,63,49,36,promotion
3052,11-05-2014,Sunday,1,35,10,41,71,none
3053,12-05-2014,Monday,33,47,13,14,30,none
3054,13-05-2014,Tuesday,12,32,54,67,11,none
3055,14-05-2014,Wednesday,30,20,79,45,91,promotion
3056,15-05-2014,Thursday,6,20,64,54,3,none
3057,16-05-2014,Friday,6,58,82,18,87,promotion
3058,17-05-2014,Saturday,31,38,113,70,18,promotion
3059,18-05-2014,Sunday,19,24,5,62,47,none
3060,19-05-2014,Monday,43,13,24,58,98,promotion
3061,20-05-2014,Tuesday,17,47,115,47,29,promotion
3062,21-05-2014,Wednesday,18,17,104,20,51,promotion
3063,22-05-2014,Thursday,12,34,59,5,67,none
3064,23-05-2014,Friday,10,56,34,1,42,none
3065,24-05-2014,Saturday,10,31,6,65,73,none
3066,25-05-2014,Sunday,27,28,92,10,19,none
3067,26-05-2014,Monday,13,57,14,12,13,none
3068,27-05-2014,Tuesday,1,39,61,61,82,promotion
3069,28-05-2014,Wednesday,40,4,86,66,54,promotion
3070,29-05-2014,Thursday,29,23,45,12,29,none
3071,30-05-2014,Friday,14,2,36,6,19,none
3072,31-05-2014,Saturday,24,15,79,14,80,promotion
3073,01-06-2014,Sunday,49,28,19,4,61,none
3074,02-06-2014,Monday,28,1,46,5,1,none
3075,03-06-2014,Tuesday,44,44,57,37,45,promotion
3076,04-06-2014,Wednesday,26,10,56,66,5,none
3077,05-06-2014,Thursday,21,36,80,34,78,promotion
3078,06-06-2014,Friday,48,15,62,57,47,promotion
3079,07-06-2014,Saturday,13,33,107,44,76,promotion
3080,08-06-2014,Sunday,25,59,48,22,28,none
3081,09-06-2014,Monday,6,27,63,41,60,none
3082,10-06-2014,Tuesday,35,13,17,23,8,none
3083,11-06-2014,Wednesday,13,53,107,56,54,promotion
3084,12-06-2014,Thursday,44,58,37,16,25,none
3085,13-06-2014,Friday,16,46,93,67,12,promotion
3086,14-06-2014,Saturday,22,15,55,74,27,none
3087,15-06-2014,Sunday,37,20,65,55,64,promotion
3088,16-06-2014,Monday,45,30,107,50,16,promotion
3089,17-06-2014,Tuesday,13,52,95,57,77,promotion
3090,18-06-2014,Wednesday,49,55,41,26,79,promotion
3091,19-06-2014,Thursday,35,18,105,8,71,promotion
3092,20-06-2014,Friday,6,7,46,11,19,none
3093,21-06-2014,Saturday,21,48,11,39,16,none
3094,22-06-2014,Sunday,32,34,25,69,47,promotion
3095,23-06-2014,Monday,35,14,19,53,85,promotion
3096,24-06-2014,Tuesday,24,23,119,17,82,promotion
3097,25-06-2014,Wednesday,20,44,34,33,73,promotion
3098,26-06-2014,Thursday,22,1,42,72,93,promotion
3099,27-06-2014,Friday,48,58,7,32,15,none
3100,28-06-2014,Saturday,7,23,100,29,34,none
3101,29-06-2014,Sunday,5,47,58,59,54,promotion
3102,30-06-2014,Monday,10,15,110,46,96,promotion
3103,01-07-2014,Tuesday,25,37,67,8,12,none
3104,02-07-2014,Wednesday,48,57,119,55,54,promotion
3105,03-07-2014,Thursday,33,6,112,26,10,none
3106,04-07-2014,Friday,11,11,81,7,33,none
3107,05-07-2014,Saturday,27,4,31,31,86,none
3108,06-07-2014,Sunday,28,5,115,12,11,none
3109,07-07-2014,Monday,17,53,61,24,98,promotion
3110,08-07-2014,Tuesday,35,53,111,72,10,promotion
3111,09-07-2014,Wednesday,23,31,115,65,29,promotion
3112,10-07-2014,Thursday,29,6,64,7,3,none
3113,11-07-2014,Friday,29,12,82,68,14,promotion
3114,12-07-2014,Saturday,15,14,32,4,12,none
3115,13-07-2014,Sunday,38,13,60,38,79,promotion
3116,14-07-2014,Monday,26,8,22,72,90,promotion
3117,15-07-2014,Tuesday,6,57,97,73,1,promotion
3118,16-07-2014,Wednesday,3,6,62,45,89,promotion
3119,17-07-2014,Thursday,36,58,88,5,72,promotion
3120,18-07-2014,Friday,12,11,114,70,19,promotion
3121,19-07-2014,Saturday,14,31,62,12,52,none
3122,20-07-2014,Sunday,36,4,29,20,2,none
3123,21-07-2014,Monday,32,35,92,33,64,promotion
3124,22-07-2014,Tuesday,31,59,12,42,5,none
3125,23-07-2014,Wednesday,6,2,74,46,39,none
3126,24-07-2014,Thursday,30,44,4,71,38,none
3127,25-07-2014,Friday,28,17,81,66,83,promotion
3128,26-07-2014,Saturday,2,40,52,31,57,none
3129,27-07-2014,Sunday,41,18,74,48,10,none
3130,28-07-2014,Monday,27,53,20,66,82,promotion
3131,29-07-2014,Tuesday,29,47,68,34,85,promotion
3132,30-07-2014,Wednesday,40,53,33,66,14,promotion
3133,31-07-2014,Thursday,40,59,113,47,48,promotion
3134,01-08-2014,Friday,34,49,74,19,27,promotion
3135,02-08-2014,Saturday,42,8,107,58,58,promotion
3136,03-08-2014,Sunday,48,19,105,24,68,promotion
3137,04-08-2014,Monday,46,22,15,64,18,none
3138,05-08-2014,Tuesday,33,23,58,17,33,none
3139,06-08-2014,Wednesday,5,31,102,8,15,none
3140,07-08-2014,Thursday,1,5,48,35,76,none
3141,08-08-2014,Friday,12,32,60,35,42,none
3142,09-08-2014,Saturday,36,4,89,5,27,none
3143,10-08-2014,Sunday,5,50,21,62,57,none
3144,11-08-2014,Monday,27,49,98,41,84,promotion
3145,12-08-2014,Tuesday,16,10,85,21,4,none
3146,13-08-2014,Wednesday,29,10,89,74,19,promotion
3147,14-08-2014,Thursday,43,35,103,60,47,promotion
3148,15-08-2014,Friday,17,39,8,38,33,none
3149,16-08-2014,Saturday,7,56,77,36,57,promotion
3150,17-08-2014,Sunday,32,31,11,38,19,none
3151,18-08-2014,Monday,3,13,73,51,67,promotion
3152,19-08-2014,Tuesday,18,49,116,38,57,promotion
3153,20-08-2014,Wednesday,2,50,2,18,96,none
3154,21-08-2014,Thursday,33,9,93,51,69,promotion
3155,22-08-2014,Friday,34,56,115,49,69,promotion
3156,23-08-2014,Saturday,39,47,93,58,7,promotion
3157,24-08-2014,Sunday,5,25,39,54,71,none
3158,25-08-2014,Monday,31,37,81,36,2,none
3159,26-08-2014,Tuesday,5,56,29,50,78,promotion
3160,27-08-2014,Wednesday,16,10,111,15,3,none
3161,28-08-2014,Thursday,22,7,70,41,54,none
3162,29-08-2014,Friday,39,9,34,6,81,none
3163,30-08-2014,Saturday,11,57,69,39,80,promotion
3164,31-08-2014,Sunday,17,18,39,66,15,none
3165,01-09-2014,Monday,3,10,108,60,8,none
3166,02-09-2014,Tuesday,47,58,47,11,76,promotion
3167,03-09-2014,Wednesday,47,59,11,70,83,promotion
3168,04-09-2014,Thursday,47,2,32,63,36,none
3169,05-09-2014,Friday,33,37,21,57,4,none
3170,06-09-2014,Saturday,40,1,108,66,1,promotion
3171,07-09-2014,Sunday,24,59,93,60,46,promotion
3172,08-09-2014,Monday,2,42,8,46,53,none
3173,09-09-2014,Tuesday,37,15,29,5,20,none
3174,10-09-2014,Wednesday,26,55,23,35,83,promotion
3175,11-09-2014,Thursday,9,28,11,36,11,none
3176,12-09-2014,Friday,48,27,6,49,46,none
3177,13-09-2014,Saturday,28,35,117,42,98,promotion
3178,14-09-2014,Sunday,1,6,63,49,88,promotion
3179,15-09-2014,Monday,36,8,79,68,25,promotion
3180,16-09-2014,Tuesday,27,51,67,71,87,promotion
3181,17-09-2014,Wednesday,48,19,96,67,78,promotion
3182,18-09-2014,Thursday,43,57,85,1,96,promotion
3183,19-09-2014,Friday,23,16,7,74,12,none
3184,20-09-2014,Saturday,32,30,75,22,6,none
3185,21-09-2014,Sunday,2,39,45,72,54,promotion
3186,22-09-2014,Monday,30,17,115,50,35,promotion
3187,23-09-2014,Tuesday,4,51,5,12,76,none
3188,24-09-2014,Wednesday,4,4,68,12,34,none
3189,25-09-2014,Thursday,35,50,109,63,7,promotion
3190,26-09-2014,Friday,37,6,112,64,25,promotion
3191,27-09-2014,Saturday,43,38,68,20,65,promotion
3192,28-09-2014,Sunday,47,27,93,20,6,none
3193,29-09-2014,Monday,21,35,81,34,48,promotion
3194,30-09-2014,Tuesday,42,34,80,21,99,promotion
3195,01-10-2014,Wednesday,6,25,20,43,32,none
3196,02-10-2014,Thursday,25,54,72,8,92,promotion
3197,03-10-2014,Friday,20,43,75,35,15,none
3198,04-10-2014,Saturday,38,35,59,14,9,none
3199,05-10-2014,Sunday,4,11,68,24,20,none
3200,06-10-2014,Monday,20,3,37,36,88,none
3201,07-10-2014,Tuesday,24,2,17,50,5,none
3202,08-10-2014,Wednesday,49,1,114,71,25,promotion
3203,09-10-2014,Thursday,31,44,77,69,13,promotion
3204,10-10-2014,Friday,31,58,30,7,74,none
3205,11-10-2014,Saturday,26,12,109,72,78,promotion
3206,12-10-2014,Sunday,8,55,38,66,20,none
3207,13-10-2014,Monday,43,8,49,69,38,promotion
3208,14-10-2014,Tuesday,13,36,95,44,88,promotion
3209,15-10-2014,Wednesday,5,18,95,48,14,none
3210,16-10-2014,Thursday,49,41,107,53,19,promotion
3211,17-10-2014,Friday,28,9,74,31,64,promotion
3212,18-10-2014,Saturday,13,38,79,23,78,promotion
3213,19-10-2014,Sunday,48,33,16,4,59,none
3214,20-10-2014,Monday,11,2,72,4,15,none
3215,21-10-2014,Tuesday,44,42,103,50,43,promotion
3216,22-10-2014,Wednesday,47,5,87,23,16,none
3217,23-10-2014,Thursday,11,47,43,67,2,none
3218,24-10-2014,Friday,44,18,19,38,55,none
3219,25-10-2014,Saturday,7,29,24,19,78,none
3220,26-10-2014,Sunday,8,32,81,57,48,promotion
3221,27-10-2014,Monday,1,18,53,60,52,none
